x,y
16.935753,69.29847
36.29092,10.124037
-53.845142,-3.7560372
60.204758,82.52922
-75.913414,71.86413
109.79952,-1.0651957
24.896189,38.49249
37.31241,4.3025684
-9.103355,-10.098304
-78.58076,-59.924427
-13.850741,101.1745
-54.126247,21.11066
38.04031,-42.151318
-47.43163,-52.086147
54.00954,-60.301037
-84.53391,-58.702717
90.72452,-35.14892
103.950226,10.564257
33.01633,42.585266
-14.787135,-9.070399
9.22515,-39.979626
-21.375181,60.388588
44.77098,1.4736507
58.592377,6.018344
64.94207,-16.864075
29.50794,-13.639262
25.586424,-51.24038
0.6450171,-91.85034
-3.498159,-10.410419
-5.9932613,30.90792
6.5716352,-57.10744
-55.867496,42.08036
-61.813725,76.083664
64.64114,-25.334543
-19.67225,19.161032
85.900055,0.3277913
93.74553,52.60851
48.006706,72.75363
-6.5076685,-0.6144032
-44.204254,27.022001
-10.253809,51.136475
37.59588,42.052433
-82.6464,-44.889774
-23.7599,-0.28541455
-17.27307,5.782221
17.932192,35.924164
0.70917207,-19.422283
41.434074,-49.574028
64.29176,-35.372284
-66.21433,0.39836884
47.58362,24.868092
-45.87558,-66.528175
-45.49444,66.61088
-19.694191,89.71077
3.2552187,30.090807
44.62667,79.083855
-15.85348,94.51053
-54.154087,-48.8269
-78.47173,-66.89796
-90.04984,26.184044
6.346121,-5.9578834
53.09047,-65.58498
-24.725327,-60.377117
-56.061546,-44.122627
35.096466,4.5070815
62.22115,-67.20272
-47.066444,56.790447
-74.212326,-64.75781
-63.489914,-49.360794
13.915441,-49.97407
-4.000759,-16.122591
90.90288,8.753143
1.8617133,95.16549
61.04801,-14.448036
87.56106,23.880997
-26.458496,60.01269
-73.20588,32.31275
4.488375,23.626919
94.184074,44.68772
75.32499,-62.113377
6.4816856,67.923904
63.60375,-22.38375
24.346558,-15.238784
1.4708859,56.22693
-20.635954,47.020016
42.327053,-55.289204
110.36497,2.6391273
0.7794996,79.267166
29.36933,-56.292076
-35.887978,-18.472628
19.723982,-10.623142
52.119736,-37.04824
-37.185917,-52.428207
73.79745,-69.28169
-68.33275,10.184764
8.824564,-19.864618
-10.78981,-73.56249
-63.89117,50.88344
-84.84022,51.264523
69.038704,61.037426
55.84268,-4.004918
-53.91317,3.8567944
-35.040035,48.584225
95.54893,-24.987198
-28.066732,23.030455
106.05203,9.65448
28.80645,-85.713745
-35.264725,82.31274
-70.52145,26.215261
-18.933287,-43.309948
-60.80734,-6.315556
15.531952,-56.449028
21.749668,-58.93279
40.306118,10.526931
-45.71153,-66.12301
-37.620102,0.5652279
41.732727,23.38128
40.39729,-79.32918
70.92737,4.1155667
16.724428,-31.80688
-98.034645,-21.701572
-24.075224,63.247066
-13.470951,74.93408
86.422455,65.88412
20.08736,-71.860245
33.892212,72.84393
-87.35333,49.196903
-21.47133,96.144035
0.502873,36.009
8.055423,-108.861465
25.063217,-23.888235
-39.965027,45.54464
-93.34283,-54.32216
90.33473,-18.013313
4.224279,74.27384
-72.60398,-37.619568
69.1005,-55.40439
-33.494347,-27.635489
-8.45736,-67.788414
-28.576256,-51.31198
-75.38661,1.9850754
51.76052,66.77077
14.504331,113.974014
-50.764477,17.751945
15.078483,-35.871887
-1.9416499,-33.25414
-91.59714,21.519596
-34.426895,44.864704
43.978825,101.35567
71.72156,68.1658
5.645468,38.30805
36.582485,94.73707
-73.78144,8.553148
75.45745,-16.36392
61.572327,-4.4263005
-14.520234,41.503635
43.343586,-11.560286
4.4043374,-91.88473
-56.701035,-26.835495
91.53376,47.2266
-60.235466,-52.212704
96.5654,48.098366
-20.552074,44.96081
-30.529432,-20.396145
49.647766,-78.698006
-96.393234,42.61414
28.052008,-12.099882
-56.27776,31.359655
-6.830955,25.52675
25.299654,60.49819
-2.6468818,-37.769142
-51.524895,2.1443987
-95.79551,45.79671
35.47797,17.132862
-90.423256,-19.485765
-46.497498,13.437151
-26.143991,-61.036724
-19.073137,-1.680597
75.350525,12.76365
-54.237965,-89.50342
-78.29459,5.0527673
-9.244627,-81.37622
-10.980331,36.28092
77.972435,-5.482231
23.199638,28.547628
-4.0545096,-40.902775
-51.032368,-7.5565863
-59.577118,-10.681862
-74.52612,-74.464836
-32.1651,-44.219322
-3.9171066,-27.495422
-37.861145,34.344
-53.298626,48.346848
-55.38552,8.70154
-49.762005,6.0215783
48.998993,-15.085372
37.807957,95.085304
11.818713,60.054455
-57.60849,2.8994544
16.185825,60.683903
44.51613,86.27362
36.983173,14.190708
83.640724,10.769359
-40.69815,-25.006386
-89.24697,48.62318
13.59401,-46.665382
-58.0656,20.085966
59.126354,-33.122574
45.690918,92.38347
1.6915869,-67.898026
-49.826954,78.05427
-63.883778,62.994946
74.88799,-12.609983
39.820347,-18.713392
58.144882,31.866491
-42.259026,-52.548714
-54.705463,-79.08906
-20.406858,-27.127478
-47.21111,68.4117
-6.4708314,-25.105425
28.156502,16.034151
-72.971886,2.5979059
-30.59936,55.660698
20.607704,43.065205
-48.859463,-15.538471
32.96659,5.6074395
-66.59933,39.216198
-93.89795,-53.451035
-23.349018,23.370947
50.83891,46.867107
33.80248,32.73444
-70.49828,51.071415
-78.68017,7.592082
40.613094,6.7775493
-90.93175,16.866407
40.12388,84.72832
38.000645,-1.3706082
-50.84145,-34.09367
-1.536834,52.451183
-69.39275,-1.551328
-21.813303,-57.729042
-38.38125,9.0604925
75.5547,67.91234
-28.521124,-3.9573479
-16.97932,109.3536
23.658634,-81.936615
0.95727897,-13.94935
-7.7511287,-85.424225
-47.652924,-99.771904
-51.38121,20.39593
-36.774776,22.603634
60.22303,82.53241
55.770092,-40.579216
-71.69425,-26.995893
-57.83334,-46.030796
-85.71443,19.190582
-100.94253,-38.17968
52.433495,74.386246
-86.45024,-26.545013
-59.544025,-3.418921
67.42016,11.345296
90.70376,-17.956722
17.716301,65.60188
29.163086,-65.49538
42.815826,-98.93516
3.1189315,33.755444
64.417915,-57.35551
-51.798508,-84.63748
-23.50511,-24.860043
41.630463,5.475064
37.40303,5.263718
68.9085,3.9094563
19.596478,-13.210094
-8.548235,58.883762
-49.226776,17.585094
88.62625,-28.829746
-48.94281,-15.518726
4.6883163,29.72741
