K,k,size,accuracy,precision,recall,f1
10.0,25.0,250.0,0.6,0.78,0.6,0.5987878787878789
10.0,25.0,250.0,0.64,0.8,0.64,0.6868571428571428
10.0,25.0,250.0,0.64,0.73,0.64,0.6251428571428571
10.0,25.0,250.0,0.72,0.78,0.72,0.6812121212121213
10.0,25.0,250.0,0.52,0.4733333333333333,0.52,0.4632380952380953
10.0,25.0,250.0,0.68,0.8,0.68,0.6742857142857143
10.0,25.0,250.0,0.64,0.9,0.64,0.6993333333333334
10.0,25.0,250.0,0.56,0.696,0.56,0.5841904761904763
10.0,25.0,250.0,0.68,0.73,0.68,0.6792380952380952
10.0,25.0,250.0,0.8,0.86,0.8,0.8166666666666668
10.0,26.0,260.0,0.6153846153846154,0.7923076923076924,0.6153846153846154,0.6225274725274728
10.0,26.0,260.0,0.5,0.6153846153846154,0.5,0.4957875457875458
10.0,26.0,260.0,0.6923076923076923,0.7278846153846155,0.6923076923076923,0.6734432234432235
10.0,26.0,260.0,0.5769230769230769,0.642948717948718,0.5769230769230769,0.5831501831501832
10.0,26.0,260.0,0.38461538461538464,0.4153846153846154,0.38461538461538464,0.3762820512820512
10.0,26.0,260.0,0.5,0.49358974358974356,0.5,0.46282051282051284
10.0,26.0,260.0,0.5384615384615384,0.5243589743589744,0.5384615384615384,0.4965201465201465
10.0,26.0,260.0,0.46153846153846156,0.45732600732600726,0.46153846153846156,0.43199023199023195
10.0,26.0,260.0,0.5384615384615384,0.6121794871794872,0.5384615384615384,0.5049450549450549
10.0,26.0,260.0,0.6153846153846154,0.7019230769230769,0.6153846153846154,0.6166666666666666
10.0,27.0,270.0,0.5555555555555556,0.5098765432098765,0.5555555555555556,0.5148442092886537
10.0,27.0,270.0,0.5185185185185185,0.5364197530864198,0.5185185185185185,0.48412698412698413
10.0,27.0,270.0,0.7777777777777778,0.8641975308641975,0.7777777777777778,0.791005291005291
10.0,27.0,270.0,0.5555555555555556,0.5401234567901234,0.5555555555555556,0.5205467372134038
10.0,27.0,270.0,0.48148148148148145,0.6975308641975309,0.48148148148148145,0.5092592592592593
10.0,27.0,270.0,0.8148148148148148,0.7804232804232804,0.8148148148148148,0.7768959435626102
10.0,27.0,270.0,0.7037037037037037,0.7820987654320987,0.7037037037037037,0.6738389182833627
10.0,27.0,270.0,0.7777777777777778,0.8444444444444444,0.7777777777777778,0.7623456790123457
10.0,27.0,270.0,0.5555555555555556,0.6271604938271605,0.5555555555555556,0.561952861952862
10.0,27.0,270.0,0.6296296296296297,0.7746913580246912,0.6296296296296297,0.6543074209740877
10.0,28.0,280.0,0.6071428571428571,0.7261904761904762,0.6071428571428571,0.6332714904143474
10.0,28.0,280.0,0.6785714285714286,0.6952380952380953,0.6785714285714286,0.6614795918367348
10.0,28.0,280.0,0.6785714285714286,0.7172619047619048,0.6785714285714286,0.6795918367346939
10.0,28.0,280.0,0.5,0.5119047619047619,0.5,0.48997629354772215
10.0,28.0,280.0,0.6071428571428571,0.5833333333333333,0.6071428571428571,0.5782312925170068
10.0,28.0,280.0,0.5714285714285714,0.5964285714285714,0.5714285714285714,0.569047619047619
10.0,28.0,280.0,0.5714285714285714,0.5761904761904761,0.5714285714285714,0.5378401360544218
10.0,28.0,280.0,0.5,0.5739795918367346,0.5,0.4984126984126984
10.0,28.0,280.0,0.5357142857142857,0.5476190476190476,0.5357142857142857,0.5095238095238095
10.0,28.0,280.0,0.6785714285714286,0.7696428571428572,0.6785714285714286,0.6904684601113171
10.0,29.0,290.0,0.5862068965517241,0.6017241379310344,0.5862068965517241,0.5559386973180076
10.0,29.0,290.0,0.6206896551724138,0.7468390804597701,0.6206896551724138,0.617300324196876
10.0,29.0,290.0,0.4482758620689655,0.35344827586206895,0.4482758620689655,0.39074488729661144
10.0,29.0,290.0,0.7586206896551724,0.6576354679802955,0.7586206896551724,0.6877394636015325
10.0,29.0,290.0,0.6551724137931034,0.7480295566502463,0.6551724137931034,0.6567449791587723
